932,817,1133,1384,929,1389,622,625,113,619,343,1,116,160,272,972,1083,911,912,1094,1002,819,3,293,95,96,304,197,214,1020,1500,1503,1504,1505,1293,1211,1242,1282,S2(220),S1(220),741,744,745,746,524,630,466,513,756,611,1515,1371,283,604,91,90,174,906,907,1215,1520,1028,225,224,761,436,798,801,1557,1244,478,468,779,231,228,1033,1538
937,822,1138,1389,934,1394,627,630,118,624,348,6,121,165,277,977,1088,916,917,1099,1007,824,8,298,100,101,309,202,219,1025,1505,1508,1509,1510,1298,1216,1247,1287,7510,6623,746,749,750,751,529,635,471,518,761,616,1520,1376,288,609,96,95,179,911,912,1220,1525,1033,230,229,766,441,803,806,1562,1249,483,473,784,236,233,1038,1543
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,822,1138,1389,934,1394,627,630,118,624,348,6,121,165,277,977,1088,916,917,1099,1007,824,8,298,100,101,309,202,219,1025,1505,1508,1509,1510,1298,1216,1247,1287,7510,6623,746,749,750,751,529,635,471,518,761,616,1520,1376,288,609,96,95,179,911,912,1220,1525,1033,230,229,766,441,803,806,1562,1249,483,473,784,236,233,1038,1543
